Datetime,Household202,Household210,Quantile
14-09-2015 13:30,4.454039895,0.720141003,0.75
14-09-2015 13:45,4.324486517,0.497553836,0.75
14-09-2015 14:00,4.194938628,0.350710455,0.75
14-09-2015 14:15,3.997275163,0.277914972,0.75
14-09-2015 14:30,3.678906436,0.267590529,0.75
14-09-2015 14:45,3.241775715,0.29230987,0.75
14-09-2015 15:00,2.749803197,0.321902019,0.75
14-09-2015 15:15,2.256890518,0.329381417,0.75
14-09-2015 15:30,1.78925972,0.297609832,0.75
14-09-2015 15:45,1.321145338,0.231079987,0.75
14-09-2015 16:00,0.835285846,0.153922857,0.75
14-09-2015 16:15,0.41983289,0.093171548,0.75
14-09-2015 16:30,0.170152069,0.061630273,0.75
14-09-2015 16:45,0.070126147,0.053513963,0.75
14-09-2015 17:00,0.044142391,0.054670775,0.75
14-09-2015 17:15,0.039650799,0.057546972,0.75
14-09-2015 17:30,0.038418007,0.065552798,0.75
14-09-2015 17:45,0.03714177,0.081436156,0.75
14-09-2015 18:00,0.035186201,0.09731934,0.75
14-09-2015 18:15,0.032422359,0.100236721,0.75
14-09-2015 18:30,0.029995073,0.085268684,0.75
14-09-2015 18:45,0.029809723,0.061108845,0.75
14-09-2015 19:00,0.033438673,0.041025013,0.75
14-09-2015 19:15,0.042347336,0.030772128,0.75
14-09-2015 19:30,0.057910064,0.027955696,0.75
14-09-2015 19:45,0.079472438,0.028372548,0.75
14-09-2015 20:00,0.104073953,0.029317491,0.75
14-09-2015 20:15,0.127956055,0.029927781,0.75
14-09-2015 20:30,0.146064505,0.030842752,0.75
14-09-2015 20:45,0.153102555,0.032829937,0.75
14-09-2015 21:00,0.148297053,0.035645121,0.75
14-09-2015 21:15,0.136707368,0.038542999,0.75
14-09-2015 21:30,0.12446064,0.041357444,0.75
14-09-2015 21:45,0.114942369,0.044573828,0.75
14-09-2015 22:00,0.108195447,0.048285039,0.75
14-09-2015 22:15,0.10142839,0.051611418,0.75
14-09-2015 22:30,0.092599795,0.053561162,0.75
14-09-2015 22:45,0.083031892,0.054319488,0.75
