Datetime,Household 1,Household 2,Household 45,Household 54,Household 70,Household 71,Household 74,Household 115,Household 126,Household 136,Household 145,Household 153,Household 158,Household 162,Household 178,Household 181,Household 182,Household 191,Household 195,Household 198,Household 224,Quantile
14-09-2015 20:45,0.686532737,0.41205483,0.582743742,0.124652588,0.327045765,0.427698119,0.235203772,0.575849255,0.248040872,0.133268996,0.648613679,0.402002168,0.57199459,0.62046449,0.476089046,0.263225475,0.253861989,0.461645739,0.42497239,0.721033179,0.405109329,0.5
14-09-2015 21:00,0.816563002,0.464249665,0.733589943,0.131266236,0.310793728,0.495120873,0.26798804,0.538776911,0.263278831,0.14172918,0.714705453,0.489430463,0.695237539,0.726720975,0.499169619,0.302713071,0.277830769,0.478396094,0.514927292,0.801411255,0.508197642,0.5
14-09-2015 21:15,0.888952248,0.478908232,0.83763139,0.142393049,0.330876726,0.504497703,0.316752788,0.53021827,0.28272062,0.153901317,0.718343807,0.515028588,0.750441234,0.762351414,0.478072975,0.349050831,0.318872616,0.517148636,0.605474159,0.844223438,0.611147181,0.5
14-09-2015 21:30,0.904102859,0.448720794,0.884945265,0.157724924,0.402108144,0.470401153,0.3720748,0.554820807,0.306658259,0.167653343,0.656907525,0.469209759,0.705389994,0.758059574,0.432941369,0.393398365,0.373139533,0.610641881,0.693423536,0.879468019,0.673841226,0.5
14-09-2015 21:45,0.874735371,0.399593678,0.897117237,0.177066299,0.530816384,0.426280684,0.419447622,0.597628621,0.332285859,0.183887061,0.602461421,0.389092942,0.594393367,0.780968311,0.393384305,0.426693953,0.423365418,0.718916271,0.761906127,0.910958285,0.68324203,0.5
14-09-2015 22:00,0.819669725,0.367612591,0.880413049,0.200158059,0.703202754,0.39269453,0.451655124,0.62854223,0.355927364,0.205392713,0.629243056,0.327691162,0.485528967,0.868623442,0.374037735,0.444252466,0.461194668,0.757305069,0.782715092,0.936970023,0.659496563,0.5
14-09-2015 22:15,0.755687667,0.376319023,0.822699171,0.226045734,0.870792259,0.367371099,0.466098945,0.624346902,0.378223292,0.231726244,0.717947832,0.30819756,0.412376783,0.993932955,0.369526565,0.446180347,0.488676481,0.699817102,0.745484847,0.955163638,0.630870547,0.5
14-09-2015 22:30,0.691252864,0.423605438,0.731611094,0.253076674,0.966495336,0.34163693,0.465766862,0.594431176,0.403864098,0.258553719,0.772958373,0.319047149,0.366798312,1.090077197,0.371073615,0.435029156,0.509050863,0.611611155,0.671131622,0.940755573,0.611059329,0.5
14-09-2015 22:45,0.62973727,0.483118709,0.62723514,0.2796432,0.95699794,0.317933704,0.458959437,0.569041604,0.435090579,0.282735158,0.740235496,0.339080414,0.340076806,1.109961823,0.372199286,0.413708275,0.523854032,0.548720582,0.587103887,0.874816786,0.599792431,0.5
14-09-2015 23:00,0.571371632,0.520295433,0.520749064,0.304526446,0.869313106,0.300342086,0.444392978,0.559816343,0.468185164,0.304493081,0.659307938,0.352063112,0.329395055,1.054748722,0.35386849,0.384479491,0.527489706,0.497099199,0.501888642,0.782187161,0.595794965,0.5
14-09-2015 23:15,0.514779181,0.511408984,0.430794536,0.326575373,0.750728603,0.283184337,0.410975587,0.545342563,0.495986684,0.325035127,0.600669046,0.353815754,0.324470793,0.950195209,0.304507046,0.350197253,0.512796665,0.436624211,0.41426047,0.703325788,0.605489682,0.5
