Datetime,Household 6,Household 19,Household 20,Household 41,Household 47,Household 78,Household 88,Household 97,Household 112,Household 123,Household 124,Household 127,Household 137,Household 166,Household 177,Household 192,Household 199,Quantile
15-09-2015 00:45,0.072865496,0.094248238,0.092090343,0.046172243,0.038340575,0.084621011,0.057588709,0.081458261,0.113975761,0.045268442,0.117687365,0.111490556,0.121628023,0.108936127,0.081754023,0.07653225,0.123182925,0.5
15-09-2015 01:00,0.073915407,0.094195303,0.091605026,0.045887593,0.037157938,0.083957971,0.056038645,0.074074443,0.079386818,0.042563903,0.109446175,0.113669105,0.088301628,0.103604502,0.08020511,0.077898272,0.106215915,0.5
15-09-2015 01:15,0.082273377,0.094807683,0.090936595,0.04563236,0.036401754,0.083051231,0.053297611,0.068981838,0.058395993,0.039297063,0.102490836,0.114622385,0.068286701,0.090241631,0.078521379,0.078218606,0.095810599,0.5
15-09-2015 01:30,0.097038565,0.094173876,0.090568546,0.045624564,0.036377592,0.08295207,0.050672451,0.068315304,0.04924762,0.037095032,0.100680008,0.114358137,0.060482931,0.07399204,0.077166039,0.076803724,0.088976421,0.5
15-09-2015 01:45,0.113721404,0.093771197,0.090798876,0.046146955,0.035985932,0.084682612,0.051685271,0.072244853,0.046259392,0.036846667,0.10465582,0.113261405,0.067231395,0.065040095,0.075473203,0.074815925,0.081345279,0.5
15-09-2015 02:00,0.127869358,0.094376505,0.091363578,0.04684129,0.035634468,0.08760407,0.0593568,0.079236751,0.045402407,0.038255559,0.110918633,0.111718555,0.092297449,0.066175774,0.073441156,0.075029138,0.073682328,0.5
15-09-2015 02:15,0.138141557,0.094722695,0.091881441,0.048222715,0.039002332,0.089881123,0.073858982,0.086694616,0.045630981,0.041040971,0.114149436,0.109831938,0.129527239,0.071828654,0.072233919,0.080116368,0.070912175,0.5
15-09-2015 02:30,0.147586383,0.095219638,0.092777935,0.053476478,0.05198518,0.0911699,0.090729311,0.092003633,0.046799446,0.045122638,0.111433929,0.10811727,0.157511718,0.076059169,0.072596705,0.090367274,0.075926233,0.5
15-09-2015 02:45,0.163657073,0.097140483,0.095121248,0.069429372,0.080345154,0.094675471,0.103328555,0.09430652,0.047844858,0.05015196,0.103832519,0.109337057,0.158498668,0.08036769,0.074521273,0.103554541,0.0875,0.5
15-09-2015 03:00,0.195352865,0.099840218,0.099608487,0.10409819,0.123056365,0.104128769,0.110819229,0.094648987,0.048378635,0.056776852,0.094938972,0.117556949,0.13797053,0.093560471,0.07830874,0.118539549,0.103995447,0.5
